person,ave hashtags,mean wlength per tweet,std of mean wlength per tweet,ave num words per tweet
elon,0.017388377832622842,6.210383603,1.88325054044,14.739978715856687
kim,0.09277420131159377,6.93993398971,3.991495595,13.197043413173652
neil,0.020067277578007192,5.29586859554,2.76991733802,19.230642504118617
obama,0.2225788773193455,6.54396969718,2.32110597318,16.619634570765662
trump,0.13219877728588128,6.08352301653,2.27391352791,18.649499764990264
