,freq,word
13140,1,"20:28:30,11140,22242,false,765284051938926592
twitter"
13141,1,"iphone,clinton"
13142,1,620000
13143,1,"billion."""
13144,1,https://t.co/cozqnt6kvs
13145,4,#makeamericasafeagain
13146,1,https://t.co/bgbgpakaqi
13147,1,u.s.supreme
13148,1,appointments.
13149,1,chant.
13150,7,etc
13151,1,misrepresents!
13152,1,person-remain
13153,1,self.the
13154,1,"""freedom"
13155,2,"press"""
13156,3,false!
13157,13,politician.
13158,1,expose!
13159,24,honestly
13160,29,beating
13161,1,am-never
13162,3,anonymous
13163,1,@zulu_out:
13164,5,@pauladuvall2:
13165,23,enjoying
13166,1,t.!
13167,1,@need2knowu:
13168,1,@willspeakout
13169,31,admire
13170,23,luxurious
13171,2,america!!!
13172,2,confirmation
13173,1,pay-for-play.
13174,1,@willspeakout:
13175,5,endlessly
13176,1,millions.we
13177,13,newspaper
13178,28,quote
13179,1,sources.
13180,17,10pm
13181,1,@govmikehuckabee.
13182,2,erie
13183,1,https://t.co/5hzp7pnrot
13184,1,https://t.co/wndaagfrrs
13185,1,https://t.co/akihqw4ljd
13186,1,https://t.co/mjtscp4sz2
13187,1,https://t.co/vzzz6m5k9t
13188,1,https://t.co/xi4qjds5fp
13189,1,https://t.co/r751ufhq0a
13190,5,facts!
13191,2,(pundits)
13192,1,can't!
13193,3,boring)
13194,3,@laurencristmann:
13195,1,@c_lynne_ryan
13196,1,cd
13197,7,delegate
13198,1,"founder"""
13199,1,mvp.
13200,2,sarcasm?
13201,1,https://t.co/uhigj6pe3e
13202,1,@enemywithinn:
13203,1,@elsolarverde
13204,20,gotta
13205,1,@elsolarverde:
13206,1,creats
13207,2,controversy
13208,1,https://t.co/rw5ucwlfa8
13209,1,https://t.co/g9r9cghf8q
13210,5,cronies.
13211,1,https://t.co/fskof0jz9k
13212,1,https://t.co/a1a6xmfyx1
13213,6,lauderdale
13214,1,https://t.co/cjivzdrpu1
13215,1,climber.
13216,9,dishonest.
13217,1,@dsf2020:
13218,1,determination:
13219,38,daily
13220,124,yourself
13221,1,https://t.co/8rwz6p1ged
13222,1,abingdon
13223,1,https://t.co/g7ivluiyf2
13224,1,https://t.co/rqukd6sjno
13225,1,"""low"
13226,2,"ratings"""
13227,1,industry-
13228,1,#magahttps://t.co/wnpvlq6oe4
13229,1,https://t.co/32gdx684ew
13230,1,https://t.co/9yicuxd87d
13231,1,sebastian
13232,1,arkansas.
13233,1,joe's
13234,4,rudy
13235,4,giuliani
13236,6,#2a
13237,1,.@dbongino
13238,2,lemon
13239,1,@dbongino:
13240,1,?now
13241,1,mic!?
13242,1,bongino
13243,5,bullied
13244,1,heated!
13245,1,https://t.co/ugtfauxzcr
13246,36,desperate
13247,1,distract
13248,1,anti-2a
13249,1,stance.
13250,1,pro-2a
13251,1,organize
13252,1,constitution!
13253,1,emails?
13254,1,@chuckgrassley!
13255,1,#trumppence16https://t.co/ymdh3fcaew
13256,1,@senatorfischer!
13257,1,#trumppence16https://t.co/rmtu6arztq
13258,1,https://t.co/znnaspf5or
13259,2,@nra:
13260,1,#electionday:
13261,2,#2a!
13262,1,#defendthesecond
13263,1,anti-#2a
13264,2,@carl_c_icahn:
13265,1,2/2
13266,3,antics
13267,1,auditorium?
13268,6,1/2
13269,8,hq
13270,1,https://t.co/rblii8rifo
13271,1,https://t.co/fwu0jmcb1m
13272,1,https://t.co/szaygwbchk
13273,1,https://t.co/j3nzuvprui
13274,1,https://t.co/4ccxay5zno
13275,1,https://t.co/dda0czwdyf
13276,1,@linhen23:
13277,1,@sprts08:
13278,1,interview.....all
13279,5,trump2016
13280,2,primaries.
13281,5,wonderful.
13282,1,@fieldoffight:
13283,2,(r)
13284,1,'as
13285,14,fell
13286,1,flat.'
13287,1,https://t.co/i2wqzb5n8p
13288,1,https://t.co/i5s3mtjwpe
13289,10,iranians
13290,2,scientist
13291,3,newt!
13292,1,https://t.co/acg0hmvrpr
13293,1,palazzo!
13294,1,https://t.co/r5z4cgfjqj
13295,1,https://t.co/xgsijjqigj
13296,1,perdue!https://t.co/d0dcuz20jf
13297,1,https://t.co/lmfigbyfpb
13298,1,@reploubarletta!https://t.co/bre8u93vac
13299,1,https://t.co/ektsxuw51r
13300,1,@nfib-
13301,1,https://t.co/wqqihqksdk
13302,1,https://t.co/4p0hzpkvwf
13303,1,alex!
13304,1,https://t.co/c2uia7mndp
13305,1,@nfib:
13306,1,.@nfib
13307,3,@realdonaldtrump?s
13308,1,#taxplan
13309,2,#smallbiz
13310,2,rate:
13311,1,https://t.co/jcqcvxj9wc
13312,1,12:15
13313,3,6pm.
13314,1,https://t.co/z80d4myig8
13315,1,"""will"
13316,2,"trump?"""
13317,1,https://t.co/ia7rkbmioa
13318,1,morell
13319,1,c.i.a.
13320,1,flunky!
13321,3,crazy.
13322,2,distort
13323,4,purpose.
13324,1,"baby"""
13325,2,execution
13326,1,iran?
13327,1,https://t.co/4ry1faptl6
13328,2,stephanie
13329,1,rawlings-blake
13330,14,baltimore
13331,3,baltimore.
13332,1,windham
13333,1,https://t.co/zl4q01q49s
13334,1,.@larry_kudlow
13335,3,middle-class
13336,1,candidate'https://t.co/ybqkhwnm0g
13337,1,https://t.co/i0zjo2szkk
13338,10,brain
13339,1,circuited
13340,5,things!
13341,10,limited
13342,8,edition
13343,22,"deal"""
13344,5,$184
13345,1,https://t.co/wzse7sogug
13346,1,https://t.co/pvnwkwlfy1
13347,1,"circuits"""
13348,1,"""brainwashed."""
13349,3,loudly
13350,1,"circuited"""
13351,7,answering
13352,11,criticized
13353,5,questions.
13354,1,#teamusa#openingceremony
13355,1,#rio2016
13356,1,https://t.co/ms8qsqpjph
13357,1,crime:
13358,1,cities'https://t.co/xbnz5vktgk
13359,1,https://t.co/qsybyrm3ur
13360,1,again!#trumppence16https://t.co/1mgkpnzpkf
13361,1,https://t.co/gr6tgqqmcm
13362,1,https://t.co/q96e1npa5d
13363,1,https://t.co/xt3u5my0oc
13364,1,https://t.co/r1ysxdj1wq
13365,1,https://t.co/5yulkyh8q6
13366,1,arrived...
13367,1,https://t.co/uo0ms6w9oq
13368,1,'win-lose
13369,1,states'...
13370,1,https://t.co/zqpencouxc
13371,1,https://t.co/ptewtmjxvo
13372,1,https://t.co/ibt9jpyh7p
13373,1,https://t.co/dgmxqyum7s
13374,1,https://t.co/bwxirltpxy
13375,1,https://t.co/4gwahgf8us
13376,1,https://t.co/xcqwghauue
13377,1,https://t.co/ntdm6xfreg
13378,1,https://t.co/fgpfo1nwic
13379,1,https://t.co/c7ekrgn9jx
13380,1,https://t.co/laudwgo1ax
13381,1,https://t.co/gmyewngo2y
13382,1,https://t.co/u2wqondgqm
13383,1,https://t.co/k1zvnc3yac
13384,1,https://t.co/0kl9mcboru
13385,1,https://t.co/98vtqu4i7n
13386,1,https://t.co/jmgaetgw6u
13387,1,https://t.co/j7iczn3bus
13388,1,https://t.co/eb6jr4nbj3
13389,1,https://t.co/im2j6xxq1u
13390,1,https://t.co/wotyvx6prz
13391,1,https://t.co/z3pzkbfp0u
13392,7,judgment
13393,1,president.https://t.co/3ezg620fpt
13394,9,carrying
13395,4,funding.
13396,2,dodge
13397,1,https://t.co/jsamgo3s4p
13398,1,depression!
13399,6,bernie.
13400,1,https://t.co/3hcnzj0slx7pm-
13401,1,https://t.co/sewlwkn1sz
13402,1,https://t.co/uodsmp0oto
13403,3,portland
13404,1,https://t.co/ovff28rwl5
13405,1,https://t.co/rhblaxknpw
13406,1,226th
13407,2,guard.
13408,1,@uscg!
13409,1,#coastguardday
13410,1,https://t.co/hr4o8xgq2r
13411,6,knocked
13412,2,50k
13413,1,@mainegop
13414,1,https://t.co/iui1f2z9ca
13415,1,#magahttps://t.co/3hcnzj0slxhttps://t.co/sewlwkn1sz
13416,1,https://t.co/0ei3edqdxb
13417,6,jacksonville
13418,2,florida!#makeamericagreatagain
13419,1,https://t.co/xrtqjt9woc
13420,1,https://t.co/vsnboqyozs
13421,5,candidacy!
13422,1,https://t.co/al5bzlrfyk
13423,10,today-
13424,4,daytona
13425,1,https://t.co/qoxjf4xzbc
13426,1,https://t.co/iaclfxe463
13427,1,you!denver-
13428,1,2pmhttps://t.co/8vbvjyda4fcolorado
13429,1,6pmhttps:/?
13430,7,400
13431,27,iran.
13432,3,scandal!
13433,1,https://t.co/qysc5plfmy
13434,1,?clinton
13435,1,cash?
13436,1,?reset'
13437,1,https://t.co/vvcazy2zcp
13438,5,@gatewaypundit:
13439,1,marshal
13440,1,https://t.co/to8oe5cv8z
13441,1,@gatewaypun?
13442,1,pocketed
13443,1,$180000
13444,2,putin?s
13445,1,company:
13446,1,https://t.co/d0lfyiblvx
13447,1,https://t.co/i5ff3didzs
13448,1,https://t.co/xe0i0emxma
13449,1,https://t.co/jbos2s4qgijacksonville
13450,2,7pm-
13451,1,https://t.co/xsf1kp7r54
13452,3,leadership:
13453,1,https://t.co/spgfifuso7
13454,1,https://t.co/9inch1bvwm
13455,1,https://t.co/4lnzfkrsqz
13456,1,https://t.co/kpven635sh
13457,1,https://t.co/nnom5ganxd
13458,3,pathological
13459,5,liar!
13460,1,nose
13461,1,grow!
13462,1,https://t.co/fsrugbyuud
13463,1,https://t.co/jqtqybfpdb
13464,2,mechanicsburg
13465,1,crowd--
13466,1,enthusiastic!
13467,1,https://t.co/rbuxfdz5w9
13468,11,stops
13469,3,overflow
13470,1,#trumpmovement
13471,11,moved
13472,1,@pnehlen
13473,10,appreciated.
13474,1,jacksonville:daytona
13475,1,https://t.co/rjjyubwilljacksonville
13476,1,https://t.co/zfxenbr1nq
13477,17,immigrant
13478,4,violence.
13479,1,https://t.co/ehrilkqdwd
13480,15,segment
13481,1,cost?
13482,2,raked
13483,2,regimes
13484,7,horribly
13485,1,oppress
13486,1,gays
13487,4,islam.
13488,31,$
13489,6,linked
13490,9,silence
13491,1,https://t.co/gjyssxtpaz
13492,1,https://t.co/iym3ccws2z
13493,1,https://t.co/vmf1epjp4r
13494,1,https://t.co/wudy7fervv
13495,1,hillary....that's
13496,5,anchor
13497,9,headline
13498,1,disconnected
13499,4,unreported
13500,1,unfolding
13501,22,worried
13502,1,pay-for-play
13503,1,anchors
13504,1,vanishing
13505,6,trusted
13506,19,shop
13507,2,https://t.co/4nljrgyfyw
13508,1,https://t.co/ohi6xrdju0
13509,1,push.
13510,3,said!
13511,7,"""not"
13512,1,crimea!
13513,5,owning
13514,3,fawning
13515,20,convention.
13516,1,h?
13517,1,respond?
13518,8,captain
13519,6,"""leaders"""
13520,3,crushed
13521,5,goal!
13522,4,end-of-month
13523,1,https://t.co/n6w9dm6fqy
13524,1,nielson
13525,3,acceptance
13526,4,speech:
13527,1,32.2
13528,8,million.
13529,1,27.8
13530,2,event!
13531,1,@dcexaminer:https://t.co/vzldfy707k
13532,1,nato's
13533,1,alliance
13534,6,bills.
13535,2,like!
13536,1,"""rust"
13537,1,"belt"""
13538,11,stolen
13539,8,end!
13540,9,drew
13541,2,below.
13542,1,https://t.co/y9wjouaaql
13543,1,nafta?
13544,1,koch.
13545,7,puppets
13546,1,"thursdays"""
13547,1,republican's
13548,1,https://t.co/xyopfjmbyp
13549,2,hikes.
13550,4,formula
13551,6,ignored
13552,3,priorities.
13553,3,million-dollar
13554,2,https://t.co/futugi2r2k
13555,1,mon!carson
13556,1,city:
13557,1,https://t.co/28g3rvbfsnreno:
13558,1,#maga3pm
13559,1,oh:
13560,1,https://t.co/ddg0ausqrq7pm
13561,1,pa:
13562,1,https://t.co/vmslbvl43l
13563,1,homeownership
13564,2,q2
13565,1,62.9%
13566,1,51yrs.
13567,1,'american
13568,1,dream!'
13569,1,https://t.co/yi4q8fhrjp
13570,6,wars
13571,1,nafta/tpp
13572,1,@patrioticpepe:
13573,1,mistakes!!!
13574,701,#trump2016
13575,1,https://t.co/yb72bm2mum
13576,1,https://t.co/1khrldkoyw
13577,7,games.
13578,5,application
13579,1,https://t.co/ckxkalgsiv
13580,3,briefings
13581,2,cannon
13582,1,extraordinarily
13583,1,insticts.
13584,1,colorado!#makeamericagreatagain
13585,1,https://t.co/glxtqyaqin
13586,1,https://t.co/wk02fwzjey
13587,60,reagan
13588,1,trump-like
13589,2,goal.
13590,1,https://t.co/6a7ef12giz
13591,1,https://t.co/lpk1okwh9p
13592,1,2pm-
13593,1,7pm!colorado
13594,1,springs:
13595,1,https://t.co/hgfw7irtz9denver:
13596,1,https://t.co/ae5p9jncfc
13597,1,https://t.co/vgmaaszbep
13598,2,pick!
13599,1,https://t.co/wdhbnhhcbw
13600,1,facebook:
13601,1,https://t.co/nmlrjqza7sinstagram:
13602,1,https://t.co/5gdeluabxg
13603,1,https://t.co/pw7gs8r9gg
13604,1,"""couldn't"
13605,1,tumble
13606,3,"campaign."""
13607,1,reallyi
13608,3,town!
13609,5,allen
13610,1,fabrications!
13611,1,northwestern
13612,1,https://t.co/dvp8p7uenu
13613,1,"science"""
13614,4,"""we're"
13615,2,shutting
13616,1,mines
13617,9,remaining
13618,1,"manufacturing"""""
13619,1,https://t.co/rnw3ed2ifr
13620,3,policemen
13621,6,diego
13622,1,"""forgot"""
13623,1,scream!
13624,6,follows
13625,2,wherever
13626,4,goes.
13627,4,unleashed
13628,1,borderless
13629,2,street!
13630,4,islam
13631,2,refusal
13632,1,https://t.co/ezrqvqptta
13633,1,https://t.co/cghp1cqpsp
13634,1,https://t.co/jexfno6e3s
13635,1,https://t.co/ae4cueqbfqhttps://t.co/hjyzqvwmac
13636,1,winhttps://t.co/x3xhtjhhpb
13637,30,#tbt
13638,1,@jerryjrfalwell
13639,1,davenport-
13640,2,winter.
13641,1,https://t.co/a5if0qhnic
13642,4,median
13643,8,household
13644,1,clinton-kaine
13645,3,influx
13646,2,refugees.
13647,1,futurehttps://t.co/xymia0az7x
13648,1,caved!
13649,1,https://t.co/xtcona8cw1
13650,1,@lallyray:
13651,1,17-point
13652,11,breitbart
13653,1,https://t.co/bvaj52fa3y
13654,1,lima
13655,1,https://t.co/snfhygeaah
13656,12,insane
13657,1,fury.he
13658,18,plays
13659,2,refers
13660,1,119
13661,1,speech...
13662,1,https://t.co/tyji2duqek
13663,43,doesn?t
13664,5,70%
13665,12,direction.
13666,3,#dnc
13667,4,@davidwohl
13668,3,resonating
13669,1,@davidwohl:
13670,7,offended
13671,2,share.
13672,1,#demsinphilly
13673,3,'great
13674,1,already'
13675,1,despair.
13676,2,78%
13677,1,ohio!#makeamericagreatagainhttps://t.co/ruevmgx4c9
13678,1,https://t.co/lwi9gqdehe
13679,3,pennsylvania!#makeamericagreatagain
13680,1,https://t.co/bbv3ehgs5x
13681,1,https://t.co/bbroagtdmw
13682,2,most.
13683,1,https://t.co/rsecsjinfbhttps://t.co/ybfov3gh0l
13684,1,https://t.co/uezoroqhtw
13685,6,crossing
13686,1,51152
13687,1,farhttps://t.co/1noce9w6ru
13688,1,https://t.co/mxovx0tlpc
13689,1,fbi!
13690,1,thursday!mi:
13691,1,https://t.co/dar2xihceswi:
13692,1,https://t.co/lkc7e4vzkb
13693,1,complaining-then
13694,13,biden
13695,1,"""carpet"
13696,1,"bomb"""
13697,7,enemy.
13698,4,cruz!
13699,4,flood
13700,2,massive.
13701,6,french
13702,1,priest
13703,1,rationally.
13704,4,recognition
13705,3,"genius."""
13706,1,1st!
13707,1,contrary:
13708,1,adv.
13709,3,tpp.
13710,1,https://t.co/eontwk6i8y
13711,5,sleep?
13712,1,set)
13713,1,convention!
13714,1,exclaim
13715,3,overrated!
13716,14,neither
13717,1,thing).
13718,652,thanks.
13719,139,@megynkelly
13720,1,https://t.co/cwfeceussq
13721,1,https://t.co/lwxmian0kk
13722,1,https://t.co/ajaj13xqvr
13723,2,deflect
13724,12,stupidity
13725,2,interventions
13726,8,exhausted
13727,1,bed!
13728,1,invention
13729,1,https://t.co/krcdv77bqp
13730,3,8pm!
13731,1,https://t.co/ernrrksikq
13732,1,https://t.co/zmgzaucnqf
13733,1,3pm!#trumppence16
13734,1,https://t.co/4ftydj8s9u
13735,1,https://t.co/7zmkhhmmhp
13736,11,bombed
13737,35,night!
13738,2,order.
13739,1,fawning.
13740,30,elizabeth
13741,3,misrepresented
13742,1,glowingly
13743,1,hated!
13744,5,abandon
13745,2,cory
13746,1,booker
13747,9,himself.
13748,15,williams
13749,2,passing.
13750,3,fine.
13751,3,trashes
13752,3,air!
13753,2,fold.
13754,33,money.
13755,2,betrayed
13756,2,pocket
13757,1,#trumppence16https://t.co/nof9td9bhs
13758,1,https://t.co/wpmbkyjuim
13759,1,#trumppence16https://t.co/rwxxhffsn1
13760,1,https://t.co/hwqi2igpdu
13761,1,#trumppence16https://t.co/4o4yjh7x4o
13762,1,https://t.co/cptbazbv1v
13763,1,https://t.co/exsouosep4
13764,1,https://t.co/3ji7a14gsw
13765,7,schultz
13766,2,smoothly
13767,22,fear
13768,1,spinnnn!
13769,1,(can
13770,1,believe).
13771,1,"""servant"""
13772,8,laughed
13773,8,same.
13774,1,https://t.co/pzs9uwgzam
13775,3,display
13776,1,(stupid)
13777,2,laughing!
13778,11,stealing
13779,11,doing!
13780,9,alive
13781,2,hook!
13782,1,dws.
13783,1,flamed
13784,10,blown
13785,3,resignation
13786,10,player.
13787,1,(bernie)
13788,5,panels
13789,3,overrated.
13790,3,cracking
13791,5,left!
13792,1,shultz
13793,1,(@dwstweets.)
13794,1,dismiss
13795,1,"""political"
13796,1,"revolution."""
13797,6,somewhat
13798,1,figurewants
13799,8,delegates.
13800,6,fight.
13801,7,sweat
13802,5,opposite!
13803,1,malik
13804,1,president-like
13805,10,weak.
13806,3,disrespectful
13807,1,#makeamericagreatagain#trumppence16
13808,1,https://t.co/gczhx1nyxd
13809,1,@nancynielsenn:
13810,1,dinesh
13811,1,d'sousa
13812,1,@olimauritania:
13813,1,stupidest
13814,1,https://t.co/0ffektsujn
13815,1,#hillarykaine2016
13816,8,heart!
13817,1,drooling.
13818,3,wage
13819,2,twenty
13820,5,praising
13821,1,trans
13822,4,killer!
13823,1,miners.
13824,6,mock
13825,2,vicious.
13826,7,slot
13827,14,choice.
13828,13,furious
13829,7,represents
13830,3,fight?
13831,2,@theresa_cali:
13832,9,potus!
13833,9,recommend
13834,1,flynn.
13835,7,gifts
13836,1,indicted
13837,1,did?
13838,3,killed.
13839,1,munich.
13840,1,conventions.
13841,2,unity!
13842,53,@karlrove
13843,3,cleveland.
13844,1,#rncinclehttps://t.co/kh2zfhuhgp
13845,3,formal
13846,1,nomination!
13847,1,https://t.co/e6ztvjsqza
13848,6,360
13849,2,podium!
13850,1,https://t.co/yqcisbudai
13851,12,#rncincle
13852,1,#trumpiswithyou
13853,1,https://t.co/bdox6jcrap
13854,2,https://t.co/v92pkdhbg6
13855,1,https://t.co/fhwhekyu4q
13856,1,https://t.co/sqs6erk6el
13857,4,@donaldjtrumpjr.
13858,1,https://t.co/gobsnwughp
13859,5,grassroots
13860,2,midnight!
13861,3,https://t.co/ssrh55c6hw
13862,1,https://t.co/8e0lic8wye
13863,1,https://t.co/9hd6drcojf
13864,7,@ivankatrump!
13865,1,#rncinclehttps://t.co/swsake11f0
13866,6,embarrassing
13867,1,united.
13868,2,https://t.co/3luasztkyx
13869,4,justices
13870,4,appointed
13871,5,soooo
13872,1,intros
13873,7,@erictrump!
13874,1,you!#americafirst
13875,1,https://t.co/s7ihxdrmsj
13876,1,https://t.co/ql9rjb7osd
13877,2,electric!
13878,1,@mike_pence!#gopincle
13879,2,#gopconvention#americafirst
13880,1,https://t.co/tzt3xckp1c
13881,1,pledge!
13882,11,anyway.
13883,1,#rncinclehttps://t.co/ee7c6xkdkt
13884,1,https://t.co/946u6bgreq
13885,1,https://t.co/ssnvgf7ptt
13886,1,https://t.co/lqmddnkuwr
13887,1,https://t.co/ksav65fuid
13888,1,https://t.co/k2poy3ggvq
13889,1,#texttrump88022
13890,1,updates!
13891,1,@ingrahamangle!
13892,1,https://t.co/cv3i3xrsok
13893,1,https://t.co/pvdta8htcc
13894,1,urgent:
13895,12,fundraising
13896,1,https://t.co/2kjt4tj07y
13897,1,speechhttps://t.co/uzbom21pug
13898,1,forensic
13899,4,melania's
13900,1,hemmer
13901,12,explaining
13902,1,#makeamericaworkagain
13903,1,https://t.co/bsup4msysd
13904,1,https://t.co/mybjp03xyf
13905,1,#makeamericaworkagain#trumppence16
13906,1,https://t.co/xlb2c1cpkp
13907,1,https://t.co/5kv03lumzw
13908,1,@roxanetancredi:
13909,5,introduce
13910,1,demeanor
13911,1,#gopconvention
13912,1,#gopconvention.
13913,1,#makeamericasafeagain!#gopconvention
13914,1,https://t.co/qnizisgrg8
13915,1,https://t.co/kvq6r6wkq1
13916,1,worst.they
13917,21,speaker
13918,1,want:
13919,2,speakers
13920,17,beautiful!
13921,1,mahoning
13922,1,https://t.co/tnjmukimpk
13923,1,https://t.co/ifdqrval3q
13924,1,ahead:
13925,1,7am/et!
13926,1,https://t.co/tzgbds88b3
13927,12,clue.
13928,7,scene
13929,1,@60minutes:
13930,6,appear
13931,1,#60minutes
13932,23,interview.
13933,1,https://t.co/lzh7qw9qmu
13934,2,police.
13935,1,grieve
13936,1,to...https://t.co/ppnrzg8kea
13937,2,stacked
13938,27,goofy
13939,1,(being
13940,12,native
13941,1,american)
13942,2,litigate
13943,2,world)
13944,2,decisions!
13945,24,jack
13946,15,morgan
13947,2,tamara
13948,1,neo
13949,1,cheryl
13950,1,@trumpdoonbeg:
13951,13,nominated
13952,3,ireland's
13953,1,2016.we
13954,1,https://t.co/5uebphqdg9
13955,4,cox
13956,18,donate
13957,7,clinton!
13958,1,https://t.co/swzce5pini
13959,1,https://t.co/0fmgnbuacc
13960,1,https://t.co/vlobadg4er
13961,1,https://t.co/mbdww5orrd
13962,1,https://t.co/rhprmcsgt6
13963,10,interests.
13964,1,tubes!
13965,1,introducing
13966,9,(who
13967,1,indiana).
13968,4,start!
13969,3,introduction
13970,8,mate.
13971,2,#nevertrump
13972,1,87-12.
13973,2,postponed
13974,5,announcement.
13975,2,injured.
13976,6,learn?
13977,8,employ
13978,1,https://t.co/mit4athxqz
13979,1,america!#trump2016
13980,1,https://t.co/avh9c5qrwc
13981,8,11am
13982,2,manhattan.
13983,4,ginsburg
13984,1,opinions!
13985,1,boards
13986,1,ethical
13987,1,breach.
13988,4,thinking?
13989,11,ruth
13990,1,bader
13991,1,misconduct?
13992,2,judge!
13993,1,true-
13994,1,activity.
13995,1,$500k
13996,7,falls
13997,3,flat
13998,5,nationwide
13999,1,@quinnipiacpoll.
14000,1,sad!!
14001,31,lyin'
14002,1,common.
14003,1,https://t.co/teovcyxkor
14004,1,moves?
14005,1,pro-israel
14006,7,includes
14007,12,language
14008,1,outspending
14009,6,combined
14010,13,yet!
14011,1,https://t.co/bcoprwqfme
14012,1,qualified.
14013,1,https://t.co/m1yzgyeedy
14014,1,https://t.co/6xkuq0w4qs
14015,2,resign!
14016,11,indiana!
14017,1,https://t.co/jmkah9wgaa
14018,3,soon!#trump2016
14019,1,https://t.co/gva0mbgnuo
14020,1,https://t.co/pe1jdqzysc
14021,1,#crookedhillary!
14022,1,https://t.co/ltjlvkkzh1
14023,2,arms.
14024,11,endorsing
14025,1,pro-war
14026,1,pro-tpp
14027,1,pro-wall
14028,6,occupy
14029,10,goldman
14030,2,sachs.
14031,1,qualified!https://t.co/6qi7ktw43o
14032,26,selling
14033,6,chaos
14034,4,behind.
14035,1,#imwithyouhttps://t.co/lb5vicdh0g
14036,1,https://t.co/rovn7pavfy
14037,2,payne
14038,1,argued..https://t.co/qvwfjgchu7
14039,1,veterans'
14040,1,reform:https://t.co/xb7rmwesmk
14041,1,https://t.co/4fuppl5wom
14042,1,families-
14043,1,berrien
14044,1,courthouse
14045,1,westfield
14046,2,indiana-
14047,1,https://t.co/jj9tmseood
14048,1,https://t.co/rq6yrhlpib
14049,1,underachieving
14050,36,hour
14051,7,happily
14052,4,network!
14053,8,twist
14054,1,foolish.they
14055,20,stupid!
14056,9,think.
14057,4,believe!
14058,1,#trump2016https://t.co/mi87vmw06h
14059,1,https://t.co/wmqvcyg4r3
14060,5,@serenawilliams
14061,10,champion.
14062,1,again!https://t.co/m0ajwlv8nm
14063,1,https://t.co/p0glehemjy
14064,1,softball
14065,1,@cnn?
14066,3,postpone
14067,1,opportunity-
14068,22,miami.
14069,30,night's
14070,1,execution-style
14071,1,officers...https://t.co/mwzyu98ytt
14072,5,thoroughly
14073,1,horrors
14074,1,@pryan!#americafirst
14075,1,https://t.co/ppsyxgpdfc
14076,1,https://t.co/fxlvgfaa1l
14077,1,collins!
14078,1,https://t.co/zkmpywmdxg
14079,4,night-
14080,1,https://t.co/sryjgryd56
14081,11,disney
14082,2,book?
14083,1,'star
14084,1,david'
14085,1,also?
14086,1,#frozen
14087,1,https://t.co/4ljbpsm8xa
14088,1,https://t.co/xv8q1guwih
14089,10,schedule
14090,3,devoted
14091,7,live.
14092,51,re
14093,5,@markhalperin
14094,1,@nbcpolitics
14095,1,again.he
14096,9,ovation
14097,3,caesars
14098,19,bankrupt
14099,42,atlantic
14100,11,airport
14101,1,know).
14102,1,bankruptcies.
14103,5,sooooo
14104,3,escape
14105,1,but...https://t.co/ko64iamdgj
14106,1,https://t.co/8cbsfnpl2l
14107,1,"""were"
14108,4,sensitive
14109,2,"information."""
14110,1,fit!
14111,6,temperament
14112,1,"""murder."""
14113,1,gasp
14114,5,figures
14115,1,@senbobcorker
14116,4,while.
14117,1,compromised
14118,3,charges.
14119,1,#riggedsystem
14120,3,rigged.
14121,9,petraeus
14122,7,less.
14123,3,judgment.
14124,5,@joniernst
14125,8,disgrace!
14126,1,"""special:"
14127,1,"trumps"""
14128,2,islam!
14129,1,"""guilty"
14130,1,"hell"""
14131,1,asked!
14132,2,cotton
14133,1,solid!
14134,1,depict
14135,1,sheriff's
14136,2,july!
14137,1,https://t.co/ndb3aqrlty
14138,1,https://t.co/yhhyqjwjw6
14139,1,complexities
14140,7,forever.
14141,1,(slaughter)
14142,3,baghdad
14143,1,bangladesh
14144,5,hostages
14145,1,verse
14146,1,koran.
14147,4,killed!
14148,5,u.s.a.g.
14149,1,heightened
14150,2,shouting
14151,1,"""go"
14152,1,"pictures."""
14153,16,talked
14154,1,"""grandkids"""
14155,4,37
14156,1,tarmac?
14157,1,elie
14158,1,wiesel
14159,1,away.the
14160,4,triumph
14161,1,evil!
14162,11,know.
14163,1,me.the
14164,1,news-the
14165,1,announced-by
14166,1,sources-that
14167,3,@greta.
14168,1,https://t.co/sldqnhd4tm
14169,1,#leadright2016
14170,1,https://t.co/a6f6xznrym
14171,2,reminder:
14172,1,work-related
14173,1,perjury
14174,1,https://t.co/x4r7lnssoy
14175,1,https://t.co/myg45lxgmh
14176,2,potus-
14177,1,ignoring!
14178,1,https://t.co/97r0cqdngi
14179,1,https://t.co/pkqhyhmmix
14180,10,bear
14181,7,shall
14182,1,infringed
14183,2,upon.
14184,1,https://t.co/sqe12d0mbj
14185,1,https://t.co/iecnnlj728
14186,2,slots
14187,11,filled
14188,1,"cleveland"""
14189,1,https://t.co/vd2a747l29
14190,5,western
14191,1,#wcs16
14192,1,https://t.co/lk3uw4fy2q
14193,1,https://t.co/qdqhrrubbg
14194,1,https://t.co/ravfft5ube
14195,18,potus.
14196,1,https://t.co/xdgkaj0ico
14197,1,while:https://t.co/cv1hzkvbit
14198,15,girl
14199,2,terrorist.
14200,1,https://t.co/zauq6kb9hj
14201,6,.@traceadkins
14202,4,coincidence?
14203,1,secret.
14204,5,reporter.
14205,2,initiated
14206,1,#trump2016https://t.co/gftspbvixe
14207,3,fox!
14208,1,approximately
14209,1,approx.
14210,2,loan.
14211,4,terminated
14212,1,loan!
14213,1,forgiven
14214,12,loan
14215,1,hid
14216,1,rich-
14217,1,https://t.co/mo9qrmyxrd
