,freq,word
30957,1,@vanderpunked:
30958,1,#baltimore
30959,1,rioters
30960,1,"""space"
30961,1,"destroy"""
30962,12,genius!
30963,1,(again)?
30964,1,baltimore!
30965,3,blatant
30966,1,riots.
30967,1,https://t.co/hjdstxh9zq
30968,1,@eileenkelly14
30969,6,@wmur9
30970,3,@newengcollege
30971,2,crowded
30972,1,balcony
30973,1,@chriscassidy_bh:
30974,1,`the
30975,2,bush'?
30976,1,http://t.co/gdrxb3addu
30977,1,one-hour
30978,1,semester.
30979,2,int
30980,1,@krystalball
30981,4,#whcd
30982,1,timetable
30983,1,http://t.co/ld2farv2vg
30984,2,@pagesix
30985,1,@mohris
30986,2,semper
30987,2,fi
30988,1,@mohris:
30989,2,corps
30990,4,gala?
30991,1,http://t.co/vsdneijz1p
30992,1,clowns.
30993,1,#sheldonadelson
30994,1,@haroldrschmidt:
30995,4,yep
30996,2,outlawed
30997,2,outlaws
30998,2,@ceovince:
30999,1,was...
31000,1,"#champion,04-27-2015"
31001,1,"14:11:36,21,39,false,592692574290366465
twitter"
31002,1,"android,@spirtualhappy:"
31003,1,log
31004,1,unto
31005,1,#goodmorning
31006,1,"trumpy"""
31007,1,@mrsabh:
31008,1,well...you
31009,1,#godspeed
31010,1,@dusty_radio:
31011,3,has.
31012,2,await
31013,1,cave
31014,2,wimp
31015,1,@jelliottkelley:
31016,1,summit!!
31017,1,@repjeffduncan
31018,1,@nh1news:
31019,1,nh1
31020,1,hq!
31021,7,reply
31022,1,@wbintv
31023,1,trip!!!
31024,1,listening...good
31025,1,"interview!,04-27-2015"
31026,1,"12:41:50,5,10,false,592669985216045057
twitter"
31027,1,"android,@chingaling3:"
31028,4,monday's
31029,1,better!!
31030,1,@blayne_troy:
31031,2,prison.
31032,1,graft
31033,1,uncovered
31034,1,writer?
31035,5,agency
31036,1,tracks
31037,1,theft?out
31038,7,@talismanjohnnya:
31039,1,d...great
31040,1,@jodi_mae:
31041,1,@artfiopz:
31042,1,weekend:what
31043,1,chrissy
31044,1,tiegen
31045,1,bradley
31046,1,"common?,04-25-2015"
31047,1,"15:43:28,26,37,false,591990917348913152
twitter"
31048,1,"enjoy!,04-25-2015"
31049,1,"15:42:41,51,163,false,591990720292114433
twitter"
31050,1,"android,@_sierra03_:"
31051,1,@petemsgt1787:
31052,1,goldberg...self-righteous
31053,1,smithy
31054,1,bomb!
31055,1,.@pennypritzker
31056,3,.@nro
31057,3,voice!
31058,1,@jackson_tweets:
31059,3,cream
31060,1,@ravgames:
31061,1,@jonahnro?
31062,1,does-@nro
31063,1,@gmbaku:
31064,3,@littlevd23
31065,3,@tsrowan
31066,11,tenacious.
31067,1,@doreenhunns:
31068,1,@injebbin:
31069,1,buildings!
31070,1,http://t.co/mwv73gyxcw
31071,1,"""dead"""
31072,2,fold!
31073,1,@bean1227:
31074,1,!?
31075,1,@jgibson271985:
31076,3,empire.
31077,1,@futuristicufo:
31078,1,perot?
31079,1,richer!
31080,1,@patriotress:
31081,1,@316place
31082,2,@pga_com
31083,1,@pcs1776:
31084,1,&lt;----
31085,1,christie.
31086,1,truly.
31087,1,.@waynedupreeshow
31088,1,@316place:
31089,13,golf.
31090,2,@jamesdriscolli:
31091,1,#trumpadvice.
31092,1,"greats"""
31093,1,"http://t.co/abla7wtts6"""
31094,1,amazon.
31095,1,@hurry2live:
31096,1,#37years
31097,1,68-story
31098,4,skyscraper
31099,1,@hurry2live
31100,2,@pga_com:
31101,10,proposed
31102,1,turnberry:
31103,1,http://t.co/hr8wq7coli
31104,1,http://t.co/6xs1bfnjgk
31105,1,@andrepretorius:
31106,1,#southafrican
31107,3,fear.
31108,1,#notgood
31109,1,https://t.co/yvxhjuwlz5
31110,1,@ccarlen
31111,4,exploratory
31112,2,bumper
31113,1,stickers
31114,2,@chesterfieldgop
31115,2,lincoln-reagan
31116,1,@frostpga
31117,1,putter.
31118,1,"""frost"
31119,1,http://t.co/cxvtro6yis
31120,2,@britanniagolf
31121,1,turnberry's
31122,2,@thembazoko1:
31123,2,commandant's
31124,2,u.s.marines
31125,3,waldorf
31126,2,astoria
31127,1,"honor!,04-24-2015"
31128,1,"03:13:06,23,33,false,591439697559298049
twitter"
31129,1,"android,@chadweiske:"
31130,1,"#4prez"""
31131,1,@daveyhubb:
31132,2,@la_loquita
31133,1,country?
31134,1,http://t.co/1bd5dumtym
31135,2,@rmutt_17:
31136,1,cuntry!!
31137,1,#trumpisawesome
31138,1,#capitalism
31139,1,@thealexanderw_:i
31140,1,"http://t.co/ayxvbttukr,04-24-2015"
31141,1,"03:08:20,11,31,false,591438496071548930
twitter"
31142,1,"android,@la_loquita:"
31143,1,.@johnhawkinsrwn
31144,1,@maxmacgruder:
31145,2,@hargraveglobal:
31146,1,@jeremymanning36:
31147,1,#presskit
31148,1,#yardsigns
31149,8,cute
31150,1,@hansel_amarilla:
31151,3,?as
31152,3,big.?
31153,3,?donald
31154,1,@billymoeder:
31155,1,@barbie_brooks:
31156,1,?an
31157,3,entrepreneur?s
31158,1,quit...?
31159,1,@jarrettmkorn:
31160,1,@ap_politics:
31161,1,'stalled
31162,1,out.'
31163,1,http://t.co/g6pnf0iv9c
31164,1,@apageor2
31165,1,@sragens:
31166,1,towers!!
31167,4,spielberg
31168,1,days-
31169,1,http://t.co/iqeuaq8cpe
31170,3,?talent
31171,2,teamwork
31172,2,championships.?
31173,1,@jumpman23
31174,1,@twincity1982
31175,1,sir-
31176,1,agreement?!
31177,4,florida?s
31178,1,doubled.
31179,1,conservatives?
31180,1,@baltimoresun
31181,1,@erinatthesun:
31182,1,?maryland
31183,1,fundraiser?
31184,1,http://t.co/fvjmy4mouq
31185,2,@henschonthehill:
31186,1,'falling
31187,1,apart'?
31188,1,http://t.co/mhuhz1su1j
31189,3,travelling
31190,3,lease
31191,1,monday?
31192,1,http://t.co/nljqb8bmzb
31193,1,@tuohy
31194,1,geraldo--and
31195,1,.@forbesinspector
31196,1,http://t.co/fl4mob3na2
31197,1,@amoakabr:
31198,1,reincarnated!
31199,1,@necprof:
31200,1,http://t.co/o8c3ei7sdp
31201,1,"#nhpolitics,04-23-2015"
31202,1,"13:11:45,13,19,false,591227961690456065
twitter"
31203,2,"android,@antonio_annesi:"
31204,1,president..do
31205,18,please!
31206,1,@rightjj:
31207,2,dares
31208,1,@rightjj;:
31209,1,exclude
31210,5,experiences
31211,1,successfully?
31212,1,@beauty_dhope:
31213,1,officei
31214,1,@usuallybogey:
31215,1,register.
31216,1,@soarmich:
31217,2,@ex369ppd
31218,1,@lorry_bennetti:
31219,1,w?rld
31220,1,@hep102309:
31221,1,america#trump2016
31222,1,@ianarnold:
31223,1,"here.,04-23-2015"
31224,1,"04:02:15,6,20,false,591089675919560704
twitter"
31225,1,"android,@bestphotosever:"
31226,1,@politicalhit:
31227,4,counts
31228,8,necessarily
31229,1,dog.?
31230,8,dwight
31231,4,eisenhower
31232,1,partnership.
31233,6,unemployment.
31234,1,squeeze
31235,2,japan's
31236,3,@chriscjackson:
31237,2,eyes.
31238,1,@rdvarley:
31239,2,congratulations.
31240,1,@ellemae63:
31241,5,surprise!
31242,7,@warrencasselljr:
31243,2,negotiate.
31244,1,@rwerhle:
31245,11,@jonahnro
31246,1,"true!,04-22-2015"
31247,1,"20:19:38,6,23,false,590973253738442752
twitter"
31248,1,@kingwoodnews
31249,1,@jayrjordan::
31250,1,?@txpatriotspac
31251,1,speak?
31252,1,"http://t.co/if3kpb8ilm,04-22-2015"
31253,1,"20:03:25,8,18,false,590969172689080320
twitter"
31254,1,@jake0reilly:
31255,1,@turnberrybuzz?
31256,1,"http://t.co/sdyf7yy5kf,04-22-2015"
31257,1,"19:48:49,10,20,false,590965502027104256
twitter"
31258,4,"client,looking"
31259,1,highlands.
31260,1,"crowd!,04-22-2015"
31261,1,"19:36:22,11,34,false,590962367997050880
twitter"
31262,1,"client,#makeamericagreatagain"
31263,1,"http://t.co/vcuixb5tnc,04-22-2015"
31264,1,"17:49:22,45,67,false,590935439105794049
twitter"
31265,1,"client,ailsa"
31266,1,changes:
31267,2,#trumpturnberry
31268,1,"http://t.co/2orfnj1wpk,04-22-2015"
31269,1,"14:01:56,15,35,false,590878204153483264
twitter"
31270,1,"android,.@jonahnro"
31271,1,"@nro,04-22-2015"
31272,1,"13:31:18,40,47,false,590870495660220416
twitter"
31273,1,"android,@hillarysusans:"
31274,5,@nhgop
31275,1,http://t.co/jmuv3xe5ni
31276,1,"http://t.co/ovnvnow7tt"""
31277,1,@rickyricardo722:
31278,1,stats
31279,1,review.
31280,1,@andrewwilkie85:
31281,3,@smxtty_
31282,1,@y2ej72:
31283,4,#votefortrump
31284,1,@wsgbeme:
31285,1,@stevesgoddard:
31286,1,@mr_president706:
31287,1,@sam_tucker17:
31288,1,critiques
31289,1,@olivianuzzi:
31290,1,@johnmarkowitz:
31291,1,@faktmeister:
31292,2,1000%
31293,2,executive.
31294,1,@themightylayman:
31295,5,admired
31296,1,"president.,04-22-2015"
31297,1,"00:33:01,25,76,false,590674632853839874
twitter"
31298,1,"android,@scapesrus:"
31299,1,"one"""
31300,1,@smxtty_:
31301,3,jonah
31302,2,?tweeting
31303,2,girl?
31304,1,nro
31305,1,@jonahnro?s
31306,1,?relentlessly
31307,1,14-year-old
31308,1,girl...?
31309,2,heat.?
31310,1,paradise
31311,1,clintons-
31312,1,https://t.co/rljvpxuvvh
31313,3,capitulated
31314,1,treaty.
31315,4,efficient
31316,1,@ronniewnichol
31317,1,@turnberrybuzz.
31318,1,@concordnhpatch
31319,1,@politizine:
31320,1,'we'll
31321,1,http://t.co/jp9isp6ssf
31322,1,@fitnsummit
31323,1,http://t.co/mxcytmrsfw
31324,1,http://t.co/przv7pchj0
31325,1,aspirations:
31326,1,http://t.co/v5wrd9hcyt
31327,3,@edshow
31328,2,@stephenfhayes.
31329,1,mags
31330,2,http://t.co/kzwmixmfw4
31331,1,schultz.
31332,1,?and
31333,1,"is.."""
31334,1,politics?go
31335,4,@foxsports
31336,3,analyst.
31337,5,fame!
31338,1,disappointed'
31339,3,republicans?
31340,1,http://t.co/dnnrm5h8t3
31341,1,@msjackiewow:
31342,1,tweets...holy
31343,1,sh@t
31344,1,master...great
31345,1,"job.,04-21-2015"
31346,1,"03:00:44,28,57,false,590349420052541440
twitter"
31347,2,"android,@dalasner:"
31348,3,magnate
31349,1,@itoldyoumonsoon:
31350,1,hers?
31351,1,ratings-and
31352,1,"reasons,04-21-2015"
31353,1,"02:56:11,3,25,false,590348273157857280
twitter"
31354,1,extolled
31355,1,msnbc!
31356,12,sharpton
31357,1,"boss!"""
31358,1,.@stephenfhayes:
31359,2,takes!
31360,1,@1smltwngrl:
31361,1,"dammit!,04-21-2015"
31362,1,"02:28:05,15,55,false,590341204891537410
twitter"
31363,1,"android,@slider6294:@nro"
31364,2,shoes.
31365,1,"start!"""
31366,1,@ronbrown1970:
31367,5,@eastonwestwood
31368,2,cousins
31369,1,@rennie022164:
31370,1,@brooke_burton_:
31371,3,president?!
31372,1,@slider6294:
31373,1,cratered
31374,2,wfb
31375,6,spinning
31376,2,grave!
31377,2,@eastonwestwood:
31378,1,non-serious!
31379,1,doer!
31380,2,@jonahnro.
31381,1,"""breakout"
31382,1,#national
31383,2,(when
31384,1,weather).
31385,1,@suttera2:
31386,1,repay
31387,3,@jwt19723:
31388,1,@woody021072:
31389,2,@scapesrus:
31390,2,would!
31391,2,@ali_khalil7:
31392,1,paying.
31393,2,negotiations?
31394,1,others-sending
31395,1,ships.
31396,1,@alexseeley73
31397,4,details.
31398,1,@pgagrandslam.
31399,1,@skyglideusa
31400,5,elegant
31401,1,#thetrump
31402,1,there.@realdonaldtrump
31403,1,@scottudine
31404,1,staff!!!
31405,1,nyc....
31406,4,selected
31407,2,+vip
31408,2,"2014"""
31409,1,@expedia!
31410,1,.@weeklystandard
31411,1,?total
31412,1,desperation
31413,2,iran?
31414,2,http://t.co/aufxrgir9o
31415,1,non-reporting)
31416,1,media?an
31417,1,@benjaminhowling:
31418,1,prince!
31419,1,(daniel
31420,1,12:1)
31421,1,@sven945:
31422,1,mp
31423,2,@dryan5962:
31424,1,it...#trump2016
31425,1,@ddobbs5253:
31426,3,@moose_taz:
31427,7,@rosannascotto
31428,1,@gregkellyfox5
31429,1,"campaigning.,04-20-2015"
31430,1,"11:18:34,7,18,false,590112315447586816
twitter"
31431,1,"android,@doctor_platek:"
31432,1,june/july
31433,1,@hitwit_subroto:
31434,1,"interest.,04-20-2015"
31435,1,"10:51:50,7,17,false,590105587096100865
twitter"
31436,1,"android,@kenbu1:"
31437,2,@000hermansjr000:
31438,1,#fantastic
31439,1,#businessman
31440,1,#magnate
31441,1,"#emulate.,04-20-2015"
31442,1,"10:51:03,3,16,false,590105391784194049
twitter"
31443,2,"android,@belllabooo13:"
31444,1,"bless!!"""
31445,1,#masterpiece
31446,1,http://t.co/k1zd464xxt
31447,1,@amir_ibrahim26:
31448,1,@lizboyle98:
31449,1,"class,04-19-2015"
31450,1,"23:34:17,9,36,false,589935078916149248
twitter"
31451,1,"android,@andrewvaccari:"
31452,8,inspiration!
31453,1,"pond!"""
31454,1,@daveyh
31455,3,substance
31456,1,@kgregoryy:
31457,1,replay?
31458,2,@toddriddolls:
31459,1,"enormous.,04-19-2015"
31460,1,"23:29:42,10,27,false,589933924631076864
twitter"
31461,1,"android,@redzuanrasul:"
31462,2,"leader."""
31463,1,@agpt73:
31464,1,@tfalomir:
31465,1,@hmackie11:
31466,1,lady..
31467,18,gorgeous
31468,1,w/finance
31469,1,&amp;#negotiation
31470,1,elsetrump
31471,1,https://t.co/ej6nrz7tmy
31472,1,@gochico:
31473,4,@hillarysusans
31474,2,discounting
31475,1,@daveyhubb
31476,1,relate
31477,1,grass
31478,1,"chance,04-19-2015"
31479,1,"22:41:53,5,31,false,589921888136253440
twitter"
31480,1,"android,@discjocke52:"
31481,1,'stars'?
31482,1,"http://t.co/cozcwtsrfh"""
31483,1,"#fitn,04-19-2015"
31484,1,"22:24:42,13,32,false,589917567260712960
twitter"
31485,2,"android,@jwysocki91:"
31486,2,@charlesfowler:
31487,1,@cityblindsmib:
31488,1,@benjaminsakhai:
31489,3,presidency!
31490,1,@jsongseeker:
31491,1,https://t.co/l7ioynrkeq
31492,1,@drvanderbloomen:
31493,1,--you
31494,1,hope.......................
31495,2,@popularposters:
31496,1,"job.,04-19-2015"
31497,1,"03:51:44,11,59,false,589637478715392000
twitter"
31498,1,"android,@mjvictory:"
31499,6,imus
31500,1,w/clarity
31501,3,dire
31502,1,straits.
31503,2,broader
31504,1,@harvardlaw99:
31505,1,@caudillash
31506,6,timing.
31507,1,@caudillash:
31508,1,?????
31509,1,@alex_boxwell:
31510,1,nike
31511,1,needs..a
31512,1,"leader!,04-19-2015"
31513,1,"03:39:44,12,49,false,589634458787151873
twitter"
31514,1,"android,@michael_haz:"
31515,1,"policy."""
31516,1,@alfredoeortega:
31517,4,too!!
31518,3,brunch
31519,1,"talk!!,04-19-2015"
31520,1,"03:37:37,1,22,false,589633925837881345
twitter"
31521,1,"android,@jaazee1:"
31522,1,past?
31523,1,"http://t.co/wxgf4hc8tq"""
31524,1,@bigbillyp1970:
31525,1,yes-yes-yes
31526,1,*2016-2016-2016*
31527,1,@harperarchitect:
31528,2,intelligence.
31529,1,"thanks.,04-19-2015"
31530,1,"03:33:21,6,21,false,589632853736087553
twitter"
31531,1,"android,@bluebirdiefly3:"
31532,1,@s_c_mclane:
31533,1,infinite
31534,1,@darbywelch:
31535,1,http://t.co/bogu7hzaug
31536,1,@kingkript:
31537,1,@bella270012:donaldtrump
31538,1,up..i
31539,1,"it.,04-19-2015"
31540,1,"02:31:02,17,61,false,589617171791241217
twitter"
31541,1,"android,@thebillyrobbins:"
31542,1,run....donald
31543,1,@tavbta:
31544,2,@stephenfhayes:
31545,1,china.i
31546,1,"street."""
31547,1,"""china"
31548,1,"it."""""
31549,1,@seddhmb:
31550,1,@boyernick15:
31551,1,#nhfortrump
31552,1,@landotalley50:
31553,1,calljust
31554,1,itamerica
31555,1,yourun!!!!
31556,3,dc?
31557,7,haha
31558,1,@susanhoffman24:
31559,1,obviously!!
31560,3,#weneedyou
31561,1,@rm_mmbtugirl:
31562,1,refreshing?!
31563,1,@magicman121:
31564,1,presidency?.
31565,1,so..!
31566,1,@ltodd14:
31567,1,announcing?
31568,1,great-and
31569,2,ovation!
31570,1,@freedomspatriot:
31571,1,@p4tr10tboo
31572,1,@souperfan2012
31573,1,@souperfan2013
31574,1,@wolfman708
31575,1,@dryheat115
31576,1,?&amp;?
31577,1,@jjblasvegas:
31578,3,@jordanspieth
31579,5,donald?
31580,2,quality!
31581,1,@realjesus33:
31582,13,@espn
31583,1,@brittmchenry
31584,1,#firebrittmchenry
31585,1,http://t.co/rqkzoq2cvx
31586,1,harsh.
31587,1,@sebastian_rey10:
31588,1,?@cnbc:
31589,1,$2500000000
31590,1,mexico!!!!
31591,1,@drhardick:
31592,1,@mleitzmann
31593,1,memories
31594,1,#architecture
31595,1,@dmanhomee:
31596,1,@so_jason19:
31597,2,@georgewillf
31598,1,president.george
31599,1,@bizmotivationtv:
31600,1,.@georgewillf
31601,1,#specialreport
31602,3,@ron_fournier
31603,1,"panel!,04-18-2015"
31604,1,"02:10:05,16,43,false,589249511714902016
twitter"
31605,1,@lmp999:
31606,3,"please"""
31607,1,@mleitzmann:
31608,1,best)
31609,1,http://t.co/m800v5c6l7
31610,2,@ccrealty2:
31611,1,#quotes
31612,3,#realestate
31613,1,#homes
31614,1,#blog
31615,1,#buyingtips
31616,2,enjoyment.
31617,1,theres
31618,1,canvas.
31619,2,@cnbc:
31620,4,?
31621,2,http://t.co/nkkwwloelj
31622,1,http://t.co/a4dx8ng1ji
31623,3,blog:
31624,1,http://t.co/v6fte4inkb
31625,1,#fnpolitics
31626,3,.@bretbaier
31627,1,air-time!
31628,2,1:30pm
31629,1,@fitnsummit!.
31630,8,http://t.co/jegr6jsq5j
31631,3,@jeffjlpa1:
31632,1,?total
31633,1,desperation?
31634,1,w/don
31635,6,drinking
31636,3,alcohol
31637,1,http://t.co/efp0lclaov
31638,2,operating
31639,1,http://t.co/p8arbnco0a
31640,1,@dennismurino:
31641,2,@bridgetmarie89:
31642,4,#savesaeed
31643,3,imprisoned
31644,1,"christian,04-17-2015"
31645,1,"09:13:50,37,61,false,588993761436372993
twitter"
31646,1,"android,@paloeza:"
31647,5,"#trumpforpresident"""
31648,1,@bryt1330:
31649,4,arguments
31650,1,"better,04-17-2015"
31651,1,"09:03:10,14,39,false,588991075806765056
twitter"
31652,1,"android,@grizzlybear9062:"
31653,1,@l3nny85
31654,1,downhill
31655,1,@kakatshozi:
31656,1,cutest
31657,1,elegantclassy
31658,1,adorable.
31659,1,@lexie_chadss:
31660,2,@m_foresta:
31661,2,#theapprentice.
31662,2,@younggbon:
31663,1,@idiotninja24:
31664,6,@trumpvancouver
31665,1,you....
31666,2,#vancouver
31667,1,http://t.co/krgz3museb
31668,1,lackeys
31669,1,@samrator:
31670,1,touch-
31671,1,#teaparty
31672,4,@marianorivera
31673,1,w/@realdonaldtrump
31674,1,@erictrumpfdn!
31675,1,http://t.co/voxkcptrf6.
31676,1,"http://t.co/qsltrsg3wq"""
31677,1,#donaldjtrump
31678,1,@joequinn6:
31679,1,http://t.co/hnkdb76nh7
31680,2,@l3nny85:
31681,1,mista
31682,1,@john_siracusa:
31683,1,#donimus
31684,1,@theimusshow
31685,3,dialogue
31686,1,"programs,04-17-2015"
31687,1,"00:17:00,7,13,false,588858661633728512
twitter"
31688,2,"android,@4kmiddlebrook:"
31689,3,#win
31690,1,"#hillary"""
31691,1,@kenuckio:
31692,1,.kimguilfoyle
31693,1,conservative?
31694,1,-?if
31695,3,plan.?
31696,1,outside.if
31697,1,falter
31698,1,freedomsit
31699,4,ourselves.
31700,1,@walidshoebat:
31701,3,?watch
31702,4,america?
31703,1,http://t.co/swe2lariov
31704,7,tennis
31705,14,@trumpgolfdc
31706,2,activities
31707,1,http://t.co/fyschialfx
31708,6,happens.
31709,3,rodolfo
31710,3,rosas
31711,3,moya
31712,2,pals
31713,1,http://t.co/bc62tkde0o
31714,1,?update:
31715,1,@wartburgcollege?
31716,1,http://t.co/1zg7rykagl
31717,1,@wcfcourier:
31718,2,simplifying
31719,1,http://t.co/qoyj0cln4j
31720,1,gekko-
31721,1,http://t.co/jhekn4iojf
31722,1,quincy
31723,1,@reuters:
31724,1,http://t.co/klb0j51kwl
31725,1,breached
31726,2,aid!
31727,2,anywhere!
31728,28,@trumpgolfla
31729,2,overlooks
31730,1,http://t.co/0ojzchmsum
31731,1,@michaeljacks_ag:
31732,1,friday:
31733,1,#michael
31734,1,http://t.co/uqerqwegqf
31735,1,(op-ed)
31736,1,http://t.co/zx8xpd6qnj
31737,2,simplify
31738,1,http://t.co/sjb28oymuv
31739,1,@thislsamazing:
31740,1,http://t.co/w2lby0quci
31741,1,@the_jeffryes:
31742,1,@calicombo:
31743,1,@aleksmm
31744,1,@rickyricardo223:
31745,1,@helpfulcook:
31746,1,crazy!!!
31747,1,@bestphotosever:
31748,1,@dinamico_7:
31749,1,???
31750,8,president..
31751,2,@lkoja:
31752,1,@caitlynharman:
31753,1,charm
31754,1,@aleksmm:
31755,2,collect.
31756,1,"mexico!"",04-16-2015"
31757,1,"03:55:36,24,34,false,588551286892670976
twitter"
31758,1,"android,@mirandamattos1:"
31759,1,"@erictrump"""
31760,1,@bourbon_brain:
31761,1,@charlieg_dc:
31762,6,focus.
31763,3,@bethandersonesq:
31764,7,cavuto
31765,1,anyone's!
31766,1,"mr.trump,04-16-2015"
31767,1,"03:51:58,8,37,false,588550371754307584
twitter"
31768,1,"android,@saralevenson:"
31769,6,'balancing'
31770,4,pleasurable
31771,2,@therightnewz:
31772,1,"seriously"":"
31773,3,(video)
31774,1,"http://t.co/wtwj24zxwt"""
31775,1,@garretdl:
31776,1,@theqtan:
31777,1,@nicolas_toscano:
31778,5,booked
31779,1,@miketokes
31780,11,hotel!
31781,1,@nyamdavaaj:
31782,1,problemsyou
31783,6,#president
31784,1,@ivankatrump??
31785,1,@chip0tle_:
31786,1,@stoic123
31787,2,@m__a__w
31788,1,@jaketiger25:
31789,1,@daveajstearns
31790,1,@djred678
31791,1,@erotao:
31792,1,insipid
31793,1,payroll.....
31794,1,@queenbarbie69:
31795,1,@josephschleider:
31796,4,radio.
31797,2,preferred
31798,1,"@alancolmes,04-15-2015"
31799,1,"23:45:04,19,35,false,588488241327767553
twitter"
31800,1,"android,@isellbesthomes:"
31801,1,"this!!"""
31802,1,@neilecollins:
31803,1,@postandcourier
31804,1,@skropf47:
31805,1,politicize
31806,1,shooting?
31807,1,http://t.co/dc4eral5y0
31808,1,http://t.co/zeazq1lels
31809,1,@kcautv:
31810,2,may?
31811,1,http://t.co/upurdegt8h
31812,6,15th
31813,3,t-e-a.
31814,1,@ericschiffer
31815,1,http://t.co/dd5kg6zk3h
31816,1,@thutchy5
31817,1,walks
31818,1,@topsurveys
31819,1,act..i
31820,1,for...a
31821,3,@erictrump-
31822,1,http://t.co/kepl3e4du9
31823,1,@daytonkreb
31824,1,#captainamerica
31825,1,#european
31826,1,view#usa
31827,1,@wingsunchained:
31828,1,@michaelentrekin:
31829,3,ever?
31830,1,http://t.co/6nfwx0iwpa
31831,1,@likewhoa134:
31832,4,@mrmet41:
31833,2,@bonn66
31834,1,#mrtrump
31835,1,@bwanawoman:
31836,1,@kwrcrow
31837,1,ikr.
31838,1,slumming
31839,1,upgrades.
31840,1,"country.,04-15-2015"
31841,1,"12:14:16,7,24,false,588314393496150016
twitter"
31842,1,"android,@anjirabadi:"
31843,1,@deejaynik
31844,1,@sophiegonerogue
31845,1,#trumplife
31846,1,#cantwait
31847,2,@pare900:
31848,1,@hajmaja
31849,1,"jobs.,04-15-2015"
31850,1,"12:10:55,15,36,false,588313552047439872
twitter"
31851,1,"android,@elizawindso:"
31852,3,"them."""
31853,1,@jeffreykid44:
31854,1,@dashing1995:
31855,1,soccer.
31856,2,@ussoccer
31857,1,@hdrenovate:
31858,1,macdaddy.
31859,1,"party,04-15-2015"
31860,1,"12:06:38,11,19,false,588312474564308992
twitter"
31861,1,"client,see"
31862,1,ocean-
31863,1,"https://t.co/mg3gouicy5,04-14-2015"
31864,1,"15:19:02,20,34,false,587998504590712832
twitter"
31865,1,"client,@mikey_likes_lt"
31866,1,@uagolf
31867,1,"dad"""
31868,4,great--enjoy!
31869,1,@wildcatthad
31870,1,@morangary61:
31871,1,trump#
31872,2,@wendypeters
31873,1,@scook5656:
31874,2,@calebrapoport:
31875,1,conditioning
31876,1,sweating
31877,1,profusely!
31878,1,@lhcam:
31879,2,accountability.
31880,1,"#2016.,04-14-2015"
31881,1,"02:22:41,37,115,false,587803130433241088
twitter"
31882,1,"android,@cathyfuregno:"
31883,2,"have."""
31884,1,@villesportslaw:
31885,1,interstates.
31886,2,calls.
31887,1,"right.,04-14-2015"
31888,1,"02:14:41,6,42,false,587801114592022529
twitter"
31889,1,confined
31890,2,expectations.
31891,1,negotiation--try
31892,1,"ideas.,04-13-2015"
31893,1,"19:30:40,196,197,false,587699442003943424
twitter"
31894,1,"for.,04-13-2015"
31895,1,"19:27:00,179,223,false,587698517856149504
twitter"
31896,5,boss?
31897,1,"power.,04-13-2015"
31898,1,"19:24:42,150,208,false,587697939201585153
twitter"
31899,1,"client,@bobbylcarrier"
31900,1,onsite
31901,1,leeds
31902,1,#chs
31903,1,"@bobcaldwellchs"""
31904,1,@j_feeds03:
31905,1,ballet.
31906,1,slogan.
31907,2,@doctor_platek:
31908,1,panama:
31909,1,hell...under
31910,1,"leadership."""""
31911,1,@tshakro
31912,1,@mrsschiff2010:
31913,1,#makeamericagreatwithtrump
31914,1,"moving!,04-13-2015"
31915,1,"12:10:11,9,24,false,587588589552279552
twitter"
31916,1,"android,@shavaju:"
31917,21,@sternshow
31918,1,"wait"""
31919,1,@mcinnis11:
31920,5,hungry
31921,3,candidacy.
31922,1,@tshakro:
31923,6,shit
31924,1,reelecting
31925,1,@10thurst:
31926,1,"deal,04-13-2015"
31927,1,"01:05:56,22,67,false,587421427806167040
twitter"
31928,3,"android,how"
31929,1,"ratings!,04-13-2015"
31930,1,"00:58:27,29,58,false,587419543582179328
twitter"
31931,1,"android,@pzfeed:"
31932,1,glitziest
31933,1,757.
31934,1,http://t.co/phiv9cfi2u
31935,1,"http://t.co/hln6tnyhy9"""
31936,1,@gkohlschmidt:
31937,1,@slumpcityusa
31938,1,@thebingle:only
31939,1,country.he
31940,1,"aggravation,04-13-2015"
31941,1,"00:37:12,22,73,false,587414194628255744
twitter"
31942,1,"android,@josh_leonard99:"
31943,3,shape.
31944,1,@slumpcityusa:
31945,1,see!!!
31946,1,@davecc1109:
31947,1,@scillierijr:
31948,1,@alexskoog
31949,1,@doug3p0:
31950,1,@jamison1013gma1:
31951,1,@burger__meister
31952,1,@piratelover22:
31953,2,#class
31954,1,#style
31955,1,@clintoniyh:
31956,1,hillary...
31957,1,2061!
31958,1,@burger__meister:
31959,1,#whyimnotvotingforhillary
31960,1,@extra_deep:
31961,1,fixes
31962,1,@carolled2001:
31963,1,#trumps
31964,1,@izzyirelandxxx:
31965,1,"feet,04-12-2015"
31966,1,"23:21:09,23,67,false,587395057076064256
twitter"
31967,1,"android,@blessisrael1948:"
31968,1,@mallhayden11
31969,1,"patriot."""
31970,1,@mallhayden11:
31971,1,http://t.co/u9fkm1ayze
31972,1,@samcadora:
31973,1,already.sweet
31974,1,"again,04-12-2015"
31975,1,"23:12:00,20,63,false,587392755745325056
twitter"
31976,1,"android,@nilsson_markus:"
31977,1,"#gotrump@pica_59"""
31978,2,@iamgerg:
31979,1,chicago?
