word,freq,probability,freq_iterated,probability_iterated
forward,74,0.0010760506034608113,75,0.0009806485355648535
first,73,0.0010615093790897194,74,0.0009675732217573221
sure,73,0.0010615093790897194,74,0.0009675732217573221
them,71,0.0010324269303475353,72,0.0009414225941422594
right,70,0.0010178857059764432,71,0.000928347280334728
mitt,70,0.0010178857059764432,71,0.000928347280334728
re,70,0.0010178857059764432,71,0.000928347280334728
actonclimate,70,0.0010178857059764432,71,0.000928347280334728
states,68,0.0009888032572342592,69,0.0009021966527196653
tonight,66,0.000959720808492075,67,0.0008760460251046025
affordable,66,0.000959720808492075,67,0.0008760460251046025
so,66,0.000959720808492075,67,0.0008760460251046025
over,66,0.000959720808492075,67,0.0008760460251046025
good,66,0.000959720808492075,67,0.0008760460251046025
family,66,0.000959720808492075,67,0.0008760460251046025
stand,64,0.0009306383597498909,65,0.0008498953974895398
middle,64,0.0009306383597498909,65,0.0008498953974895398
why,64,0.0009306383597498909,65,0.0008498953974895398
sotu,63,0.0009160971353787989,64,0.0008368200836820083
don,63,0.0009160971353787989,64,0.0008368200836820083
insurance,63,0.0009160971353787989,64,0.0008368200836820083
nation,62,0.0009015559110077068,63,0.000823744769874477
et,62,0.0009015559110077068,63,0.000823744769874477
obama2012,61,0.0008870146866366149,62,0.0008106694560669456
like,61,0.0008870146866366149,62,0.0008106694560669456
immigration,61,0.0008870146866366149,62,0.0008106694560669456
still,61,0.0008870146866366149,62,0.0008106694560669456
progress,60,0.0008724734622655228,61,0.0007975941422594142
taxes,60,0.0008724734622655228,61,0.0007975941422594142
world,59,0.0008579322378944307,60,0.0007845188284518828
class,59,0.0008579322378944307,60,0.0007845188284518828
house,59,0.0008579322378944307,60,0.0007845188284518828
give,59,0.0008579322378944307,60,0.0007845188284518828
together,58,0.0008433910135233387,59,0.0007714435146443515
me,57,0.0008288497891522466,58,0.0007583682008368201
believe,57,0.0008288497891522466,58,0.0007583682008368201
days,57,0.0008288497891522466,58,0.0007583682008368201
see,57,0.0008288497891522466,58,0.0007583682008368201
cut,57,0.0008288497891522466,58,0.0007583682008368201
fight,56,0.0008143085647811546,57,0.0007452928870292887
gun,55,0.0007997673404100625,56,0.0007322175732217573
fighting,55,0.0007997673404100625,56,0.0007322175732217573
add,55,0.0007997673404100625,56,0.0007322175732217573
before,55,0.0007997673404100625,56,0.0007322175732217573
come,55,0.0007997673404100625,56,0.0007322175732217573
election,54,0.0007852261160389705,55,0.000719142259414226
college,54,0.0007852261160389705,55,0.000719142259414226
next,54,0.0007852261160389705,55,0.000719142259414226
down,54,0.0007852261160389705,55,0.000719142259414226
been,53,0.0007706848916678784,54,0.0007060669456066946
education,53,0.0007706848916678784,54,0.0007060669456066946
name,53,0.0007706848916678784,54,0.0007060669456066946
happy,53,0.0007706848916678784,54,0.0007060669456066946
potus,52,0.0007561436672967864,53,0.0006929916317991632
since,52,0.0007561436672967864,53,0.0006929916317991632
fair,51,0.0007416024429256943,52,0.0006799163179916318
done,51,0.0007416024429256943,52,0.0006799163179916318
share,51,0.0007416024429256943,52,0.0006799163179916318
wage,51,0.0007416024429256943,52,0.0006799163179916318
minimum,51,0.0007416024429256943,52,0.0006799163179916318
working,51,0.0007416024429256943,52,0.0006799163179916318
millions,50,0.0007270612185546024,51,0.0006668410041841004
where,50,0.0007270612185546024,51,0.0006668410041841004
thanks,50,0.0007270612185546024,51,0.0006668410041841004
campaign,50,0.0007270612185546024,51,0.0006668410041841004
future,49,0.0007125199941835103,50,0.000653765690376569
energy,49,0.0007125199941835103,50,0.000653765690376569
middle-class,49,0.0007125199941835103,50,0.000653765690376569
these,49,0.0007125199941835103,50,0.000653765690376569
could,48,0.0006979787698124182,49,0.0006406903765690376
violence,48,0.0006979787698124182,49,0.0006406903765690376
ve,48,0.0006979787698124182,49,0.0006406903765690376
look,47,0.0006834375454413262,48,0.0006276150627615063
everyone,47,0.0006834375454413262,48,0.0006276150627615063
m,47,0.0006834375454413262,48,0.0006276150627615063
say,47,0.0006834375454413262,48,0.0006276150627615063
chance,47,0.0006834375454413262,48,0.0006276150627615063
thing,46,0.0006688963210702341,47,0.0006145397489539749
pass,45,0.0006543550966991421,46,0.0006014644351464435
action,45,0.0006543550966991421,46,0.0006014644351464435
friends,45,0.0006543550966991421,46,0.0006014644351464435
state,45,0.0006543550966991421,46,0.0006014644351464435
ca,44,0.00063981387232805,45,0.0005883891213389122
only,44,0.00063981387232805,45,0.0005883891213389122
does,44,0.00063981387232805,45,0.0005883891213389122
some,44,0.00063981387232805,45,0.0005883891213389122
way,44,0.00063981387232805,45,0.0005883891213389122
said,44,0.00063981387232805,45,0.0005883891213389122
bill,43,0.000625272647956958,44,0.0005753138075313808
rate,43,0.000625272647956958,44,0.0005753138075313808
join,43,0.000625272647956958,44,0.0005753138075313808
better,43,0.000625272647956958,44,0.0005753138075313808
united,42,0.0006107314235858659,43,0.0005622384937238494
long,42,0.0006107314235858659,43,0.0005622384937238494
clean,42,0.0006107314235858659,43,0.0005622384937238494
raisethewage,42,0.0006107314235858659,43,0.0005622384937238494
leaders,42,0.0006107314235858659,43,0.0005622384937238494
economic,42,0.0006107314235858659,43,0.0005622384937238494
two,41,0.0005961901992147739,42,0.000549163179916318
student,41,0.0005961901992147739,42,0.000549163179916318
hard,41,0.0005961901992147739,42,0.000549163179916318
free,41,0.0005961901992147739,42,0.000549163179916318
made,41,0.0005961901992147739,42,0.000549163179916318
into,41,0.0005961901992147739,42,0.000549163179916318
ready,41,0.0005961901992147739,42,0.000549163179916318
war,40,0.0005816489748436818,41,0.0005360878661087866
law,40,0.0005816489748436818,41,0.0005360878661087866
businesses,40,0.0005816489748436818,41,0.0005360878661087866
big,40,0.0005816489748436818,41,0.0005360878661087866
call,40,0.0005816489748436818,41,0.0005360878661087866
home,40,0.0005816489748436818,41,0.0005360878661087866
making,39,0.0005671077504725897,40,0.0005230125523012552
read,39,0.0005671077504725897,40,0.0005230125523012552
ago,39,0.0005671077504725897,40,0.0005230125523012552
think,39,0.0005671077504725897,40,0.0005230125523012552
week,39,0.0005671077504725897,40,0.0005230125523012552
end,39,0.0005671077504725897,40,0.0005230125523012552
students,38,0.0005525665261014978,39,0.0005099372384937238
too,38,0.0005525665261014978,39,0.0005099372384937238
win,38,0.0005525665261014978,39,0.0005099372384937238
most,38,0.0005525665261014978,39,0.0005099372384937238
