word,freq,probability,freq_iterated,probability_iterated
congrats,74,0.00024176764822153758,75,0.00022231246461526606
macys,73,0.00023850051784016544,74,0.00021934829842039583
beat,73,0.00023850051784016544,74,0.00021934829842039583
worst,73,0.00023850051784016544,74,0.00021934829842039583
problem,73,0.00023850051784016544,74,0.00021934829842039583
stupid,73,0.00023850051784016544,74,0.00021934829842039583
home,73,0.00023850051784016544,74,0.00021934829842039583
fired,72,0.00023523338745879332,73,0.00021638413222552563
ago,72,0.00023523338745879332,73,0.00021638413222552563
greatest,72,0.00023523338745879332,73,0.00021638413222552563
important,72,0.00023523338745879332,73,0.00021638413222552563
lead,71,0.00023196625707742118,72,0.0002134199660306554
erictrump,71,0.00023196625707742118,72,0.0002134199660306554
problems,71,0.00023196625707742118,72,0.0002134199660306554
anything,71,0.00023196625707742118,72,0.0002134199660306554
little,71,0.00023196625707742118,72,0.0002134199660306554
check,71,0.00023196625707742118,72,0.0002134199660306554
champion,70,0.00022869912669604907,71,0.00021045579983578519
those,70,0.00022869912669604907,71,0.00021045579983578519
oreillyfactor,70,0.00022869912669604907,71,0.00021045579983578519
illegal,70,0.00022869912669604907,71,0.00021045579983578519
maga,70,0.00022869912669604907,71,0.00021045579983578519
around,70,0.00022869912669604907,71,0.00021045579983578519
point,69,0.00022543199631467692,70,0.000207491633640915
play,69,0.00022543199631467692,70,0.000207491633640915
become,69,0.00022543199631467692,70,0.000207491633640915
carolina,69,0.00022543199631467692,70,0.000207491633640915
friend,69,0.00022543199631467692,70,0.000207491633640915
loved,68,0.0002221648659333048,69,0.00020452746744604476
buy,68,0.0002221648659333048,69,0.00020452746744604476
special,68,0.0002221648659333048,69,0.00020452746744604476
else,68,0.0002221648659333048,69,0.00020452746744604476
nytimes,68,0.0002221648659333048,69,0.00020452746744604476
chance,68,0.0002221648659333048,69,0.00020452746744604476
god,67,0.00021889773555193266,68,0.00020156330125117454
security,67,0.00021889773555193266,68,0.00020156330125117454
